Area,Year,Week,Precipitation energy (GWh),Useful inflow HBV (used before 2015 and to min/max/avg) (GWh),"Useful inflow (production data and reservoir statistics, used from 2015) (GWh)",Hydrological balance (GWh),Reservoir deviation (GWh),Groundwater and groundwater (GWh),Snow (GWh),"Deviation snow, ground and groundwater (GWh)"
NO,2001,16,790,318,184,-8850,1380,12334,41781,-10230
NO,2001,15,944,582,379,-8508,2707,12433,41216,-11216
NO,2001,14,5236,1213,540,-8274,3193,12680,40619,-11466
NO,2001,13,880,127,134,-11373,3303,12068,37278,-14676
NO,2001,12,250,154,181,-10215,3971,12119,36475,-14185
NO,2001,11,1851,406,200,-8165,4575,12261,36232,-12740
NO,2001,10,2743,303,311,-7657,4804,12280,34773,-12461
NO,2001,9,857,246,218,-7800,4992,12310,32292,-12792
NO,2001,8,3099,624,443,-5524,5735,12524,31462,-11259
NO,2001,7,4833,838,624,-5415,6087,12643,28900,-11502
NO,2001,6,2416,250,216,-7380,5679,12353,25247,-13059
NO,2001,5,298,312,250,-6644,6062,12513,22915,-12706
NO,2001,4,2727,541,442,-3334,6785,12788,22650,-10120
NO,2001,3,779,567,429,-2598,6934,12837,20426,-9532
NO,2001,2,2291,495,387,414,7537,12839,20223,-7122
NO,2001,1,2765,571,584,1665,8283,13085,18183,-6618
NO,2000,52,1381,565,543,4367,8607,13282,15793,-4241
NO,2000,51,734,922,687,7029,10031,13814,14453,-3002
NO,2000,50,3532,2358,1752,10431,11021,14727,13759,-590
NO,2000,49,3223,2554,2371,10891,10294,15353,12051,597
NO,2000,48,3054,1875,1564,11172,9062,14663,12187,2110
NO,2000,47,5411,2276,1358,11603,8753,14672,11058,2850
NO,2000,46,4058,2656,1398,10212,8886,14885,7780,1326
NO,2000,45,2965,2436,1492,10685,9305,15297,6079,1380
NO,2000,44,7598,3660,2292,12000,9803,15747,5180,2197
NO,2000,43,4287,3397,2656,9548,10191,15782,1382,-643
NO,2000,42,3229,2845,3156,10072,10669,15869,521,-596
NO,2000,41,6041,3576,3143,9490,9636,15330,658,-146
NO,2000,40,1057,1698,1977,7412,9334,13265,298,-1922
NO,2000,39,1735,1976,2096,9221,10373,13587,321,-1152
NO,2000,38,594,2079,2035,11657,11250,13346,1662,407
NO,2000,37,1736,3023,2316,14474,12356,14470,1865,2118
NO,2000,36,3605,2915,3136,16945,13439,15625,1982,3506
NO,2000,35,2626,3017,2599,16208,13430,14751,2135,2777
NO,2000,34,1763,3089,2648,16312,13530,14337,2672,2782
NO,2000,33,3574,3801,3544,17623,13900,15038,3136,3723
NO,2000,32,3389,3892,3231,16829,13502,14226,3992,3327
NO,2000,31,323,3492,2852,16991,13852,13759,4875,3140
NO,2000,30,374,4786,3949,19528,14309,14900,6708,5219
NO,2000,29,-464,5235,4076,22071,13828,16000,9892,8243
NO,2000,28,2074,5438,4635,25630,13508,17680,13929,12122
NO,2000,27,1727,8131,5665,26402,13308,17951,17168,13094
NO,2000,26,3340,7846,6976,29246,12554,19929,21868,16692
NO,2000,25,3348,8268,6943,28911,11092,19424,27194,17819
NO,2000,24,5083,7968,6078,28834,10158,17949,33973,18676
NO,2000,23,-113,5020,4425,27375,10395,18860,36346,16979
NO,2000,22,4059,6160,4998,30281,13105,19120,41446,17175
NO,2000,21,2008,6533,5888,29415,14988,19198,43766,14428
NO,2000,20,1620,10128,8671,30414,15944,19131,48700,14470
NO,2000,19,241,7839,6415,32348,12962,18632,58201,19386
NO,2000,18,1205,7636,7029,35311,11126,18242,66595,24185
NO,2000,17,1845,4303,4131,36112,7428,16962,74675,28685
NO,2000,16,3515,2207,1792,35507,5524,15107,79220,29982
NO,2000,15,1143,837,485,33830,5561,12824,80309,28268
NO,2000,14,3532,559,452,34785,6677,12489,80383,28108
NO,2000,13,1118,463,407,33471,7586,12504,77404,25885
NO,2000,12,3496,762,742,35044,8555,12296,76973,26489
NO,2000,11,3771,429,629,34353,9018,12219,74349,25335
NO,2000,10,6353,587,751,33156,9449,12176,71045,23707
NO,2000,9,6359,919,752,29734,9711,12282,65135,20023
NO,2000,8,3163,370,502,26444,9678,12298,59713,16766
NO,2000,7,2502,607,555,26362,10190,12448,56769,16172
NO,2000,6,5622,1428,1089,26876,10223,12881,54432,16654
NO,2000,5,8430,824,1026,24341,9307,12934,50234,15034
NO,2000,4,4183,555,544,18790,8791,12639,42918,9999
NO,2000,3,4419,923,757,18132,8971,12787,39167,9160
NO,2000,2,4142,1314,927,17408,9073,12896,35623,8335
NO,2000,1,8200,1376,1532,16834,8995,13343,32383,7839
NO,1999,52,1813,942,,13776,8150,12961,25982,5626
NO,1999,51,5037,954,,15995,9174,13512,24578,6821
NO,1999,50,3404,763,,14575,9601,13376,20673,4974
NO,1999,49,5794,1555,,14660,10034,14016,17418,4626
NO,1999,48,9113,3447,,12345,9836,14796,12453,2509
NO,1999,47,5250,2245,,7687,8771,15302,6495,-1084
NO,1999,46,1011,1584,,5449,7879,14245,4664,-2430
NO,1999,45,2903,2621,,7957,8408,15725,3820,-451
NO,1999,44,5294,4662,,8511,7846,15876,3519,665
NO,1999,43,4579,2054,,7163,5996,15216,3759,1168
NO,1999,42,608,1148,,5719,6152,13537,3015,-434
NO,1999,41,4376,2550,,8011,7018,14396,2730,992
NO,1999,40,2512,2507,,7051,7165,14372,1001,-114
NO,1999,39,4286,2568,,8169,7789,14875,564,380
NO,1999,38,2719,2232,,6822,7629,13374,420,-807
NO,1999,37,2257,1762,,6103,7336,12512,472,-1234
NO,1999,36,1491,2282,,6227,8211,11561,556,-1984
NO,1999,35,1318,2122,,7054,8710,11774,679,-1656
NO,1999,34,1507,1778,,7091,8502,11943,872,-1411
NO,1999,33,714,1901,,7811,9493,11703,1066,-1682
NO,1999,32,1760,2061,,9571,10794,12365,1303,-1223
NO,1999,31,-443,2647,,10658,12433,12060,1660,-1775
NO,1999,30,65,3503,,13606,13601,13770,2624,5
NO,1999,29,3613,4869,,16030,14019,15845,3814,2010
NO,1999,28,1498,5345,,14133,12813,15407,5399,1320
NO,1999,27,-39,5377,,15146,12547,16317,8307,2599
NO,1999,26,3389,7300,,17801,12766,18018,12122,5035
NO,1999,25,2428,6748,,16285,10818,18143,16121,5466
NO,1999,24,1817,8036,,16142,10504,18863,20020,5637
NO,1999,23,2775,8509,,15388,8117,19668,25829,7271
NO,1999,22,1737,6681,,14332,6090,19408,32224,8243
NO,1999,21,3433,6714,,13763,5380,19116,37804,8383
NO,1999,20,861,4996,,12348,5148,18560,42002,7201
NO,1999,19,752,1603,,12562,5081,15078,49849,7481
NO,1999,18,91,2001,,12972,7749,15913,49962,5223
NO,1999,17,925,3397,,13462,8545,15852,52018,4917
NO,1999,16,840,1524,,13692,7520,14855,55662,6172
NO,1999,15,2037,2573,,14264,7872,14408,56849,6392
NO,1999,14,4402,3234,,14239,7071,16141,55792,7168
NO,1999,13,1793,1542,,11731,4737,13256,57760,6994
NO,1999,12,3242,402,,11977,3932,11926,58900,8046
NO,1999,11,2840,407,,10809,4059,11932,56051,6750
NO,1999,10,1150,220,,10098,4043,11822,53747,6055
NO,1999,9,3982,393,,11462,4240,11914,52702,7222
NO,1999,8,3087,356,,9713,3949,12019,48990,5764
NO,1999,7,6262,848,,9060,3836,12222,46047,5225
NO,1999,6,840,489,,5504,3263,12351,40550,2241
NO,1999,5,7514,1634,,7603,3190,12717,39828,4412
NO,1999,4,2209,668,,3233,2019,12202,34570,1215
NO,1999,3,5647,1149,,4566,2107,12547,32706,2459
NO,1999,2,2500,340,,2083,1489,12159,28619,593
NO,1999,1,3084,767,,2693,1961,12385,26235,732
NO,1998,53,3176,736,,3704,2902,12616,23702,802
NO,1998,52,3755,955,,3370,2808,12940,20937,561
NO,1998,51,7168,1801,,3329,3483,13573,17542,-155
NO,1998,50,389,516,,-287,2931,12652,13206,-3217
NO,1998,49,2197,1206,,2774,3580,13126,12875,-806
NO,1998,48,1951,1103,,3931,3596,12778,12297,334
NO,1998,47,1386,504,,5316,3912,12846,11438,1404
NO,1998,46,1803,757,,6998,4911,13095,10332,2088
NO,1998,45,541,1045,,8207,5812,13641,8751,2395
NO,1998,44,5795,3106,,10997,6809,14672,8246,4187
NO,1998,43,5828,2303,,9282,6737,15217,5135,2545
NO,1998,42,4387,1578,,6391,6458,13493,3425,-68
NO,1998,41,1815,1266,,4955,6938,13515,635,-1984
NO,1998,40,1111,1383,,6557,8391,13232,419,-1834
NO,1998,39,813,2157,,8667,9731,13463,533,-1063
NO,1998,38,3302,2887,,11022,10453,14581,589,569
NO,1998,37,3827,2402,,10396,10066,13917,631,330
NO,1998,36,-502,1426,,8816,10160,11961,796,-1344
NO,1998,35,595,2203,,12097,11841,13411,953,256
NO,1998,34,3889,3566,,13913,12346,14736,1057,1567
NO,1998,33,1488,2707,,11805,10898,14143,1215,907
NO,1998,32,2537,3243,,12425,11001,14681,1635,1424
NO,1998,31,1180,3415,,11873,10547,14686,2135,1327
NO,1998,30,3256,4026,,12635,10175,15857,2992,2460
NO,1998,29,2149,3653,,10232,8352,15306,4222,1880
NO,1998,28,902,4057,,9010,7475,15346,5676,1535
NO,1998,27,2302,6531,,9450,7235,16496,7744,2215
NO,1998,26,1356,6608,,8696,5141,17545,11115,3555
NO,1998,25,2544,5488,,7932,2596,17850,16284,5336
NO,1998,24,3142,6091,,6536,2486,17903,19393,4050
NO,1998,23,1506,4564,,3820,1522,17322,23203,2297
NO,1998,22,215,2880,,4223,3810,17407,26395,412
NO,1998,21,1116,6060,,4863,6821,17039,29540,-1958
NO,1998,20,147,5522,,6497,8016,19110,32732,-1519
NO,1998,19,1718,3487,,7617,7603,17190,40271,14
NO,1998,18,2966,4724,,6461,7696,17164,42252,-1236
NO,1998,17,808,1440,,4697,6279,15072,46298,-1582
NO,1998,16,2450,706,,4466,6752,13182,48877,-2286
NO,1998,15,1863,834,,3398,7944,13370,46948,-4546
NO,1998,14,2801,2330,,2857,8300,13948,45374,-5443
NO,1998,13,1809,783,,2228,7283,13014,45952,-5055
NO,1998,12,3416,708,,2765,7567,12799,45179,-4802
NO,1998,11,2271,568,,1755,7680,12867,42441,-5925
NO,1998,10,2571,1076,,1909,7805,13353,40265,-5896
NO,1998,9,8964,3398,,2252,7525,14346,37776,-5272
NO,1998,8,5619,2781,,-2709,5789,15007,31739,-8498
NO,1998,7,5584,1407,,-5701,3262,12756,31325,-8963
NO,1998,6,3891,476,,-8605,2071,12251,27732,-10676
NO,1998,5,2988,758,,-9674,1895,12383,24182,-11569
NO,1998,4,1956,733,,-9213,1961,12597,21786,-11174
NO,1998,3,4040,2131,,-7727,1869,13126,20072,-9596
NO,1998,2,3878,588,,-8240,548,12620,18777,-8788
NO,1998,1,2699,469,,-9505,254,12401,15727,-9759
NO,1997,52,1151,414,,-6610,790,12454,13462,-7401
NO,1997,51,841,677,,-4398,1680,12747,12445,-6078
NO,1997,50,3372,1340,,-1684,2342,13047,12003,-4026
NO,1997,49,2498,497,,-1830,1880,12706,10392,-3710
NO,1997,48,412,519,,-988,2632,12905,8215,-3620
NO,1997,47,431,911,,1661,3296,13427,7819,-1634
NO,1997,46,3625,1953,,4318,3901,14101,7655,417
NO,1997,45,2067,1358,,4120,3957,13877,6283,164
NO,1997,44,2126,1690,,5618,4838,14741,4770,780
NO,1997,43,3757,2031,,7280,5932,14248,4907,1348
NO,1997,42,2938,2158,,7839,7306,15698,1822,534
NO,1997,41,3987,3188,,7731,7040,15762,1062,690
NO,1997,40,3822,2423,,6981,6335,14910,1222,646
NO,1997,39,1254,3102,,6587,6864,14379,403,-277
NO,1997,38,6406,5142,,10059,7390,15825,1446,2669
NO,1997,37,5584,3798,,7695,5714,15338,860,1981
NO,1997,36,3212,3733,,5040,4747,13850,544,293
NO,1997,35,6017,3278,,4045,3703,13785,666,342
NO,1997,34,1492,1901,,-1370,1630,10391,836,-2999
NO,1997,33,-611,2070,,-1554,1994,9700,1204,-3547
NO,1997,32,-868,2608,,595,2545,11208,1734,-1949
NO,1997,31,1805,3400,,2977,2608,13179,2684,369
NO,1997,30,842,3965,,2464,1670,13372,3811,794
NO,1997,29,-660,5031,,3309,914,13964,6079,2395
NO,1997,28,-623,6304,,5652,-539,15855,9824,6191
NO,1997,27,2441,10222,,8864,-1859,18053,14696,10724
NO,1997,26,2383,7344,,9597,-6203,18651,22254,15799
NO,1997,25,813,8507,,8805,-8594,17993,28204,17399
NO,1997,24,-368,12219,,10246,-10798,19418,34872,21043
NO,1997,23,-820,8300,,13274,-15949,19314,48136,29223
NO,1997,22,767,3779,,16812,-16779,17512,59469,33591
NO,1997,21,478,3781,,17327,-14303,16050,64117,31630
NO,1997,20,1754,4571,,18887,-11450,16859,66839,30337
NO,1997,19,3930,1944,,19101,-10157,14864,71841,29257
NO,1997,18,1711,1584,,16349,-7854,14025,70830,24203
NO,1997,17,2028,491,,15212,-6616,12427,72354,21829
NO,1997,16,1647,769,,13805,-5124,12745,70529,18929
NO,1997,15,2647,818,,13194,-4383,12655,69787,17578
NO,1997,14,7837,2195,,11646,-4235,12674,67972,15882
NO,1997,13,5481,799,,5905,-5189,12253,62862,11093
NO,1997,12,394,388,,2291,-5381,12192,58259,7671
NO,1997,11,2935,1227,,3995,-5216,12567,57878,9211
NO,1997,10,6885,1702,,3296,-5992,12653,56149,9288
NO,1997,9,7327,1456,,-878,-7173,12615,51074,6295
NO,1997,8,6788,677,,-5922,-8557,12332,45547,2634
NO,1997,7,4287,908,,-10526,-9254,12211,39562,-1272
NO,1997,6,5611,730,,-12574,-10322,12393,36015,-2252
NO,1997,5,3976,931,,-16150,-11584,12472,31096,-4566
NO,1997,4,2420,833,,-17563,-12604,12405,28194,-4958
NO,1997,3,6547,1415,,-17207,-13474,12622,26439,-3733
NO,1997,2,1890,217,,-20879,-14698,11946,22058,-6181
NO,1997,1,833,216,,-20051,-14514,12077,20272,-5537
NO,1996,52,1355,294,,-14750,-13172,12253,19485,-1578
NO,1996,51,2643,443,,-12901,-12314,12458,18224,-587
NO,1996,50,2184,911,,-12183,-11586,12815,15664,-596
NO,1996,49,2895,746,,-11543,-11985,12862,14387,442
NO,1996,48,490,580,,-11880,-12251,13043,12067,370
NO,1996,47,1831,1188,,-9592,-11921,13614,11596,2330
NO,1996,46,2681,1434,,-8730,-12008,14442,10175,3278
NO,1996,45,7099,3754,,-8716,-12114,15046,8348,3398
NO,1996,44,6598,2704,,-12492,-13963,15704,4498,1472
NO,1996,43,1210,1857,,-16964,-15611,14646,1808,-1353
NO,1996,42,3353,2697,,-15341,-15501,15228,1918,161
NO,1996,41,4520,3567,,-16362,-16828,15155,1445,466
NO,1996,40,6432,3216,,-18360,-18660,14595,1191,300
NO,1996,39,3181,1132,,-22388,-20042,12264,449,-2346
NO,1996,38,-409,880,,-23189,-19208,10353,267,-3982
NO,1996,37,889,1185,,-20580,-17995,11184,448,-2585
NO,1996,36,260,1895,,-18700,-16460,11582,278,-2240
NO,1996,35,4581,2646,,-17278,-16278,12817,291,-1000
NO,1996,34,1995,2006,,-20985,-17371,10281,331,-3614
NO,1996,33,-850,1510,,-22481,-17907,9477,401,-4574
NO,1996,32,-96,1909,,-20872,-17466,10949,537,-3406
NO,1996,31,1876,2106,,-19722,-17097,12100,769,-2625
NO,1996,30,28,2131,,-20875,-17286,11787,1014,-3588
NO,1996,29,308,2379,,-20434,-17179,12727,1666,-3255
NO,1996,28,165,3003,,-20270,-17058,14047,2228,-3212
NO,1996,27,4630,4112,,-19894,-16817,15714,3234,-3077
NO,1996,26,-862,3487,,-23966,-17286,13957,4468,-6680
NO,1996,25,2526,4248,,-22471,-16383,16192,6519,-6088
NO,1996,24,2064,6104,,-24780,-16071,16090,8447,-8709
NO,1996,23,1631,5107,,-26194,-16753,17186,11600,-9441
NO,1996,22,1504,3264,,-27223,-16323,16656,15834,-10900
NO,1996,21,1494,2620,,-27864,-13717,16227,18164,-14147
NO,1996,20,1437,3209,,-27866,-10098,15214,20379,-17768
NO,1996,19,928,1490,,-28179,-8275,14500,23044,-19903
NO,1996,18,2431,2018,,-28001,-5494,14995,23151,-22507
NO,1996,17,2460,3883,,-29638,-4520,15796,22039,-25118
NO,1996,16,1216,1850,,-31105,-6248,14626,24861,-24858
NO,1996,15,237,927,,-30679,-6045,12165,28065,-24634
NO,1996,14,904,163,,-29099,-5300,11425,29541,-23799
NO,1996,13,1799,115,,-28569,-4786,11296,28943,-23783
NO,1996,12,214,64,,-28111,-3892,11325,27235,-24220
NO,1996,11,104,101,,-25974,-3153,11377,27035,-22821
NO,1996,10,572,145,,-23714,-2613,11452,26959,-21102
NO,1996,9,4302,240,,-21663,-2250,11456,26524,-19414
NO,1996,8,752,173,,-23305,-1990,11514,22414,-21315
NO,1996,7,3380,252,,-20824,-1125,11643,21702,-19699
NO,1996,6,527,117,,-21014,-597,11600,18642,-20418
NO,1996,5,1226,172,,-18174,131,11698,18131,-18304
NO,1996,4,267,189,,-15917,851,11799,16990,-16768
NO,1996,3,605,390,,-12453,1624,11975,16742,-14077
NO,1996,2,2122,386,,-9422,2248,12084,16431,-11670
NO,1996,1,792,265,,-8133,2967,12088,14699,-11100
NO,1995,52,1672,391,,-3556,3495,12326,13939,-7051
NO,1995,51,1734,671,,-800,5461,12689,12319,-6261
NO,1995,50,2213,1346,,1984,7076,13320,10664,-5092
NO,1995,49,803,638,,3935,7545,12730,10467,-3610
NO,1995,48,1123,1632,,6871,8551,13310,9751,-1680
NO,1995,47,5106,1764,,9718,8961,14312,9325,757
NO,1995,46,1762,959,,8045,8982,13173,7229,-937
NO,1995,45,1765,1399,,10187,10542,13847,5794,-355
NO,1995,44,1936,2482,,12327,11719,14701,4637,607
NO,1995,43,7768,5784,,15174,12998,16882,3101,2176
NO,1995,42,7681,4752,,12990,11618,15678,2680,1372
NO,1995,41,2884,3587,,8911,9468,14740,837,-557
NO,1995,40,5325,3753,,8895,8112,15514,755,783
NO,1995,39,6059,3142,,5773,6019,12877,1938,-245
NO,1995,38,1585,1439,,4700,6045,12209,1048,-1345
NO,1995,37,842,1613,,5894,7088,11988,1035,-1195
NO,1995,36,3008,2094,,7548,8034,12480,1135,-486
NO,1995,35,1057,1897,,6431,8189,10961,1389,-1758
NO,1995,34,2258,2266,,7635,8842,11451,1569,-1207
NO,1995,33,420,2508,,7101,8862,10733,1957,-1761
NO,1995,32,107,2543,,8288,8818,11593,2769,-529
NO,1995,31,-166,3995,,10466,9412,12911,3637,1054
NO,1995,30,-283,4649,,12347,8313,14516,5907,4034
NO,1995,29,4576,6692,,14436,6744,17149,8191,7692
NO,1995,28,251,5379,,11575,3441,16307,11314,8134
NO,1995,27,1270,4655,,13323,2445,16534,16368,10878
NO,1995,26,-130,8658,,13828,2457,17265,19212,11372
NO,1995,25,880,8581,,17067,200,19477,26188,16867
NO,1995,24,1439,9640,,18260,-2266,20337,33435,20526
NO,1995,23,2805,11737,,18886,-5327,20686,41753,24213
NO,1995,22,4402,13383,,19042,-9514,21056,50889,28555
NO,1995,21,393,4599,,17002,-16075,19120,62495,33077
NO,1995,20,1628,1365,,18215,-14437,14683,71330,32652
NO,1995,19,1089,3451,,17846,-10549,15106,70736,28395
NO,1995,18,1448,2876,,18494,-9296,16043,72400,27790
NO,1995,17,729,1422,,17993,-9046,13147,76845,27039
NO,1995,16,678,643,,18300,-8123,12502,78266,26422
NO,1995,15,1265,803,,19063,-6842,12763,78007,25905
NO,1995,14,4249,537,,19336,-6233,12089,78245,25570
NO,1995,13,3330,481,,16918,-5686,12156,74470,22605
NO,1995,12,4770,808,,15928,-5067,12272,71503,20995
NO,1995,11,4321,708,,13715,-4888,12071,67765,18603
NO,1995,10,1345,240,,12137,-4607,11929,64328,16744
NO,1995,9,4010,397,,13374,-4360,11988,63140,17734
NO,1995,8,4158,536,,11963,-4287,12098,59396,16250
NO,1995,7,4099,763,,10693,-4121,12276,55582,14813
NO,1995,6,6477,868,,9500,-4376,12198,52337,13876
NO,1995,5,7124,545,,5963,-4837,12354,46579,10800
NO,1995,4,2407,560,,2021,-4780,12347,40012,6801
NO,1995,3,6198,1292,,3018,-4685,12725,37772,7703
NO,1995,2,4532,643,,256,-5203,12588,33055,5459
NO,1995,1,1485,455,,-1168,-5061,12678,29102,3893
NO,1994,52,5412,1253,,,,12961,27787,7432
NO,1994,51,5673,1231,,,,13340,23307,5377
NO,1994,50,3732,1207,,,,13283,18976,3183
NO,1994,49,4394,1266,,,,13847,15930,2970
NO,1994,48,3353,1869,,,,14170,12540,1969
NO,1994,47,6486,2854,,,,14591,10719,2430
NO,1994,46,4788,1359,,,,13350,8489,500
NO,1994,45,1326,1178,,,,13693,4766,-1538
NO,1994,44,2175,1225,,,,13803,4549,-379
NO,1994,43,2634,1846,,,,14212,3237,-358
NO,1994,42,1088,1307,,,,13501,3235,-250
NO,1994,41,2999,2882,,,,14656,2348,870
NO,1994,40,3437,2255,,,,14897,2101,1513
NO,1994,39,4152,1967,,,,13488,2415,844
NO,1994,38,771,1673,,,,13465,558,-578
NO,1994,37,2071,2443,,,,14100,732,615
NO,1994,36,3377,2114,,,,14540,625,1064
NO,1994,35,987,2549,,,,13170,607,-332
NO,1994,34,3652,2853,,,,14547,656,976
NO,1994,33,2310,2877,,,,13291,785,-376
NO,1994,32,2826,2633,,,,13404,1003,-484
NO,1994,31,2049,3228,,,,12582,1216,-1696
NO,1994,30,610,3478,,,,12291,2050,-2048
NO,1994,29,-1005,4032,,,,13202,3628,-819
NO,1994,28,1669,6749,,,,15772,5964,2249
NO,1994,27,-1434,8208,,,,16551,10378,4904
NO,1994,26,2397,8138,,,,18397,18471,11762
NO,1994,25,2877,5581,,,,18257,24758,14216
NO,1994,24,1436,5037,,,,17361,28634,12749
NO,1994,23,2489,6737,,,,18206,31651,11630
NO,1994,22,1787,4348,,,,18844,35598,11052
NO,1994,21,184,3775,,,,16852,40383,8697
NO,1994,20,796,4788,,,,17264,43781,7684
NO,1994,19,529,7521,,,,19045,46292,7889
NO,1994,18,732,4054,,,,17140,55590,12078
NO,1994,17,3629,3886,,,,15829,60417,13293
NO,1994,16,1750,759,,,,12560,64130,12346
NO,1994,15,471,696,,,,12314,63415,10865
NO,1994,14,1488,834,,,,12037,63929,11202
NO,1994,13,4757,859,,,,12187,63132,11297
NO,1994,12,3186,298,,,,11608,59830,8659
NO,1994,11,3876,404,,,,11622,56911,7300
NO,1994,10,7262,828,,,,11802,53242,5531
NO,1994,9,2274,146,,,,11633,46994,1234
NO,1994,8,607,88,,,,11600,44902,1257
NO,1994,7,481,109,,,,11650,44329,2934
NO,1994,6,572,121,,,,11678,43921,4939
NO,1994,5,4092,328,,,,11754,43367,6987
NO,1994,4,7472,552,,,,11846,39451,5739
NO,1994,3,6968,517,,,,12025,32276,1507
NO,1994,2,2589,264,,,,11960,25912,-2313
NO,1994,1,2140,200,,,,11996,23548,-2343
NO,1993,52,1340,238,,,,12116,21486,285
NO,1993,51,4763,787,,,,12286,20204,1221
NO,1993,50,2468,370,,,,12488,16031,-556
NO,1993,49,4118,773,,,,12504,13921,-382
NO,1993,48,3465,436,,,,12712,10377,-1651
NO,1993,47,951,381,,,,12797,7281,-2802
NO,1993,46,763,613,,,,13151,6366,-1822
NO,1993,45,2101,798,,,,13558,5822,-617
NO,1993,44,703,1086,,,,13815,4306,-610
NO,1993,43,2242,1708,,,,14471,4081,745
NO,1993,42,2415,1527,,,,14268,3832,1115
NO,1993,41,2957,1944,,,,14454,2821,1141
NO,1993,40,4286,1806,,,,15096,1235,845
NO,1993,39,236,1235,,,,13162,764,-1134
NO,1993,38,3500,1966,,,,14035,2952,2386
NO,1993,37,31,1021,,,,12477,2986,1244
NO,1993,36,214,1683,,,,13469,2988,2356
NO,1993,35,1674,2561,,,,14696,3187,3774
NO,1993,34,1101,2516,,,,14992,3736,4502
NO,1993,33,1944,3484,,,,15891,4225,5664
NO,1993,32,3310,4658,,,,16615,5016,6740
NO,1993,31,2335,5367,,,,16687,6307,7500
NO,1993,30,4219,6146,,,,17550,8491,9652
NO,1993,29,1511,6668,,,,17045,11049,10446
NO,1993,28,3479,7753,,,,17655,15760,13929
NO,1993,27,2820,6000,,,,16720,21240,15935
NO,1993,26,-264,7477,,,,17037,24367,16298
NO,1993,25,1251,4990,,,,17560,31903,20665
NO,1993,24,711,4931,,,,17241,36193,20188
NO,1993,23,-101,6656,,,,18684,39214,19671
NO,1993,22,1124,5163,,,,18412,46567,21588
NO,1993,21,78,8602,,,,18268,51026,20757
NO,1993,20,691,9420,,,,20565,57702,24906
NO,1993,19,748,6240,,,,18450,69010,30013
NO,1993,18,3442,7146,,,,17798,75470,32616
NO,1993,17,152,5718,,,,17694,79710,34452
NO,1993,16,2606,951,,,,12930,90285,38870
NO,1993,15,1026,258,,,,11792,89793,36721
NO,1993,14,329,259,,,,11668,89151,36055
NO,1993,13,942,295,,,,11753,88991,36722
NO,1993,12,3413,820,,,,11925,88157,37301
NO,1993,11,8448,1629,,,,12305,85176,36247
NO,1993,10,2432,339,,,,11740,78983,31210
NO,1993,9,1030,214,,,,11671,76985,31262
NO,1993,8,1774,343,,,,11788,76050,32594
NO,1993,7,4156,746,,,,11990,74411,33357
NO,1993,6,1707,773,,,,12145,70883,32368
NO,1993,5,10265,1575,,,,12238,69858,33963
NO,1993,4,2426,438,,,,11762,61737,27941
NO,1993,3,10017,1368,,,,12034,59428,28667
NO,1993,2,11901,1129,,,,12226,50537,22578
NO,1993,1,6061,807,,,,12191,39771,14075
NO,1992,53,1777,620,,,,12246,34488,11218
NO,1992,52,2511,948,,,,12439,33164,12287
NO,1992,51,8159,1779,,,,12845,31241,12816
NO,1992,50,4575,1136,,,,12426,25350,8701
NO,1992,49,7471,1938,,,,12502,21880,7575
NO,1992,48,4777,758,,,,12074,16961,4295
NO,1992,47,1877,593,,,,12241,12784,2145
NO,1992,46,2555,1257,,,,12651,11096,2408
NO,1992,45,8057,1744,,,,13281,9210,2494
NO,1992,44,1035,548,,,,12461,3792,-2478
NO,1992,43,948,795,,,,12928,2849,-2030
NO,1992,42,1094,1371,,,,13594,2052,-1340
NO,1992,41,4097,2543,,,,14744,1240,-150
NO,1992,40,99,2131,,,,14185,323,-978
NO,1992,39,3945,3092,,,,16061,402,1403
NO,1992,38,2260,2730,,,,14843,1386,1627
NO,1992,37,1681,2472,,,,15193,1470,2445
NO,1992,36,2661,3286,,,,15786,1613,3299
NO,1992,35,4810,3707,,,,16253,1761,3905
NO,1992,34,1589,3288,,,,14951,1931,2656
NO,1992,33,3736,3807,,,,16025,2383,3957
NO,1992,32,4424,4684,,,,15489,2899,3496
NO,1992,31,4025,4718,,,,14948,3637,3090
NO,1992,30,3470,4223,,,,14733,4526,2870
NO,1992,29,2978,3741,,,,13704,6221,2278
NO,1992,28,394,3426,,,,12810,7898,1221
NO,1992,27,595,3574,,,,13100,10635,1711
NO,1992,26,120,3989,,,,14026,12787,1707
NO,1992,25,710,5621,,,,14785,16006,1992
NO,1992,24,-987,10167,,,,16379,19541,2674
NO,1992,23,-1362,11716,,,,18264,29224,9261
NO,1992,22,-950,11416,,,,19526,41572,17708
NO,1992,21,549,8313,,,,19249,54736,25448
NO,1992,20,1556,2879,,,,16975,65177,28791
NO,1992,19,3008,3185,,,,15344,68239,26136
NO,1992,18,4081,1901,,,,14891,69014,23253
NO,1992,17,1330,552,,,,13122,68682,18852
NO,1992,16,2769,1110,,,,13381,67662,16698
NO,1992,15,620,532,,,,13437,65994,14566
NO,1992,14,722,383,,,,12806,66545,14586
NO,1992,13,1946,939,,,,13161,65857,14995
NO,1992,12,4118,1097,,,,13532,64513,15266
NO,1992,11,4065,1187,,,,13114,61966,13846
NO,1992,10,2539,1123,,,,13317,58949,12752
NO,1992,9,4519,1111,,,,13106,57824,13536
NO,1992,8,2678,622,,,,13217,54348,12322
